,dialog
2269,"I wish I had a choice, but my hands are tied with this inflation."
2270,"Besides, there no longer appears to be any credible threats."
2271, Sounds like we did too good a job.
2272," Well, that's not a bad legacy to leave."
2273,And now...
2274,"I need you, Ron Stallworth,  to destroy all evidence of this investigation."
2275, What?
2276,We prefer that the public  never knew about this investigation.
2277, Uhhuh.
2278,"Cease all further contact with the Ku Klux Klan, effective immediately. That goes for you, too, Flip."
2279,This is total horseshit.
2280,Fucking shenanigans.
2281," Aye, aye, Chief."
2282, JIMMY: Subterfuge.
2283, Skulduggery.
2284," BRIDGES: Hey, Ron, take a week off."
2285,"Take your girlfriend, Patrice, on a vacation."
2286,Live it up a little. You worked hard.
2287,"When you come back, we can discuss maybe a new assignment, Ron."
2288,How about Narcotics?
2289,"PHONE RINGING RINGING CONTINUES RINGING CONTINUES RON: Mr. Duke, I'm so sorry we didn't get to spend more oneonone time together."
2290," DUKE: Well, that was a..."
2291, CHUCKLING DUKE: ...just a tragedy.
2292,I'd just met those... heroic brothers in the cause.
2293,"SNICKERING FLIP: ""Heroic."" Yeah."
2294,And the chapter is just shaken at the core.
2295, Oh.
2296, Yeah.
2297,"And poor Connie, right? I mean, not only does she lose her husband, but.."
2298, FLIP: Poor Connie.
2299, She's looking at serious prison time.
2300,My God.
2301,And then there was that... nigger detective.
2302, LAUGHING  DUKE: Basically...
2303,"Shut the fuck up. Shut the fuck up. Shut up, shut up."
2304, Those goddamn coloreds.
2305, LAUGHING  They sure know how to spoil a celebration.
2306," Hey, you're getting me in trouble."
2307,"Christ, you can say that again."
2308, LAUGHING  Those goddamn... coloreds sure know how to spoil a celebration.
2309,"Can I ask you a question, sir?"
2310,Shoot.
2311,"That nigger detective, did you ever..."
2312,did you ever get his name?
2313, No. I don't think I...
2314, Areuh you sure you don't know who he is?
2315,"OFFICERS LAUGHING RON COUGHS, CLEARS THROAT Areuh you absolutely sure?"
2316,"'Cause that nigga, coon, gator bait, spade, spook, Sambo, spearchucking jungle bunny, Mississippi wind chime..."
2317, Wind chime?
2318, ...detective...
2319,"is Ron Stallworth, you racist, peckerwood, redneck, inch worm, needledick motherfucker!"
2320,LAUGHTER AND APPLAUSE FLIP: Oh! Oh!
2321,LAUGHING I'll be here all week.
2322,"CLOCK TICKING RON: CHUCKLES Ron Stallworth, Knights of the Ku Klux Klan."
2323,DOGS BARKING IN DISTANCE CHUCKLING What are you doing?
2324,Nothing.
2325,Finishing up.
2326,Have you handed in your resignation from the KKK?
2327,Affirmative.
2328,Have you handed in your resignation from the Colorado Springs Police Department?
2329,Negative.
2330,"Truth be told, Patrice, I always wanted to be a cop, and I'm still for the liberation of my people."
2331,My conscience won't let me sleep with the enemy.
2332,Enemy?
2333,"No, I'm the black man that saved your life."
2334, You're absolutely right.
2335, Right.
2336,"And I thank you for it, but..."
2337,I can't do this.
2338,I think we should... we should talk.
2339,KNOCKING AT DOOR DOGS BARKING OUTSIDE It's okay. It's okay.
2340,I said it's o...
2341,CROWD: CHANTING Blood and soil! Blood and soil!
2342,Blood and soil!
2343,Blood and soil! Blood and soil!
2344,Blood and soil!
2345,Jews will not replace us! Jews will not replace us! Jews will not replace us!
2346,Jews will not replace us!
2347,"WHOOPING, HOLLERING White lives matter! White lives matter! White lives matter!"
2348,Black lives matter! Black lives matter!
2349,Black lives matter!
2350,"CLAMORING INDISTINCT SHOUTING CLAMORING WOMAN: What the fuck, man?"
2351,"You had a group on one side that was bad, and you had a group on the other side that was also very violent."
2352,"CROWD: CHANTING Nazis, go home!"
2353,"DONALD TRUMP: Not all of those people were neoNazis, believe me."
2354,Not all of those people were white supremacists.
2355,You also had people that were very fine people.
2356,"Because I believe that today in Charlottesville, this is a first step toward making a realization of something that Trump alluded to earlier in the campaign, which is..."
2357,This is the first step toward taking America back.
2358,CROWD CHEERING  MAN: Whose streets?
2359, CROWD: Our streets!
2360, Whose streets?
2361, Our streets!
2362, Whose streets?
2363, Our streets!
2364,PEOPLE SCREAMING WOMAN: Holy shit! Holy shit!
2365,"CLAMORING, SCREAMING I had to jump out of the way. I almost got hit by the car my fucking self."
2366,SCREAMING There are people... bodies laying on the ground right now.
2367,"Oh, my God! We got hit by a car!"
2368,"And there was a woman, uh, laying there, hardly breathing, and, uh, we ended up rolling her over, and she died."
2369,This is my town! We did not want them motherfuckers here!
