,dialog
2176,Fuck.
2177,What you gonna do then?
2178,"Well, that's what I been sitting here contemplating."
2179,First I'm gonna deliver this case to Marsellus.
2180,"Then, basically, I'm just gonna walk the earth."
2181,"What you mean, ""Walk the earth""?"
2182,Like Caine in Kung Fu.
2183,"Walk from place to place, meet people, get in adventures."
2184,And how long do you intend to walk the earth?
2185,'Til God puts me where he wants me to be.
2186,And what if he don't do that?
2187,"If it takes forever, then I'll walk forever."
2188,So you decided to be a bum.
2189,"I'll just be Jules, Vincent."
2190,"No more, no less."
2191,"No, Jules, you decided to be a bum, just like all those pieces of shit out there who beg for change, who sleep in garbage bins, eat what I throw away."
2192,"They got a name for that, Jules    It's called a bum."
2193,"And without a job, a residence or legal tender, that's what you're gonna be, man."
2194,You're gonna be a fuckin' bum.
2195,"Look, my friend, this is just where you and I differ."
2196,Gar  on! Coffee!
2197,"Jules, look, what happened this morning, man, I agree it was peculiar."
2198,"But water into wine, I    All shapes and sizes, Vincent."
2199,"Don't fuckin' talk to me that way, man."
2200,"If my answers frighten you, then you should cease asking scary questions."
2201,I'm gonna take a shit.
2202,Let me ask you something.
2203,"When did you make this decision, when you were sittin' there eatin' that muffin?"
2204,"Yeah. I was sittin' here eatin' my muffin, drinkin' my coffee, replayin' the incident in my head, when I had what alcoholics refer to as a moment of clarity."
2205,Fuck.
2206,To be continued.
2207,"I love you, pumpkin."
2208,"I love you, honey bunny."
2209,Everybody be cool!
2210,This is a robbery!
2211,CUSTOMERS MURMURING Any one of you fucking pricks move and I'll execute every one of you motherfuckers!
2212,You got that?
2213,You just be quiet over there!
2214,Waitresses on the floor!
2215,Get on the fuckin'    get the fuck down!
2216,You're in a blind spot.
2217,"Take your dames over to that booth, on the count of ten!"
2218,"Mexicans, out of the fucking kitchen!"
2219,"1, 2, 3, 4, 5, 6, 7, 8    What the fuck are you doing, you fucking yuppie? Get down!"
2220,"You fucking hairy yuppie, get down."
2221,Throw those bags!
2222,Fucking move! Move!
2223,       RANCHERO COOKS SPEAKING SPANISH Move! Get the fuck    Get down on the fucking floor!
2224,Grandpa! Down!
2225,"I'm the manager here, and there's no problem."
2226,No problem at all.
2227,You gonna give me a problem?
2228,"No, sir, I'm not."
2229,Thought you said you were gonna give me a fucking problem!
2230,"I think we got a hero here, honey bunny."
2231,"Well, just execute him!"
2232,PANTING I am not a hero.
2233,I'm just a coffee shop manager.
2234,Get the fuck down!
2235,The restaurant's ours!
2236,Just take whatever you want.
2237,PANTING You talk to the customers.
2238,Yeah.
2239,"You tell them to be fucking cool, Yes."
2240,and everything will be over.
2241,You understand me?
2242,Yes!
2243,"Listen, everybody."
2244,"Be calm, cooperate, and this'll all be over in a minute!"
2245,Get the fuck down!
2246,Well done.
2247,"       COUNTRY/WESTERN MUZAK All right, now, people, gonna come around and collect your wallets!"
2248,"You don't fucking talk, you just throw 'em in the bag!"
2249,Are we clear?
2250,"I said, are we fucking clear?"
2251,Good!
2252,"Now, wallets out!"
2253,PUMPKIN That's it.
2254,Get the fuck down.
2255,In the bag.
2256,In the fucking bag!
2257,"CUSTOMER I don't have nothin' on me, man."
2258,In the bag.
2259,What am I waiting for?
2260,In the fucking bag.
2261,Laura. Laura. Tips.
2262,In the bag.
2263,Is that a cellular phone?
2264,Yeah.
2265,In the fucking bag.
2266,"Tidy up, tidy up, that's it."
2267,Now get the fuck down on the floor.
2268,In the bag.
2269,In the bag.
2270,In the bag.
2271,What's in the case?
2272,My boss' dirty laundry.
2273,Your boss makes you do his laundry?
2274,When he wants it clean.
2275,Sounds like a shit job.
2276,"Funny, I was thinkin' the same thing."
2277,Open it.
2278,'Fraid I can't do that.
2279,I didn't hear you.
2280,"Yes, you did."
2281,What's going on?
2282,Looks like we got a vigilante in our midst.
2283,Shoot him in the face!
2284,"I hate to shatter your ego, but this ain't the first time I've had a gun pointed at me."
2285,"If you don't take your hand off that case, it'll be your last."
2286,MANAGER Stop causing problems!
2287,You'll get us all killed!
2288,Give 'em what you got and get 'em outta here!
2289,"Shut the fuck up, fat man!"
2290,This ain't none of your goddamn business!
2291,"Be cool, honey bunny, be cool."
2292,No problem.
2293,I got it under control.
2294,"Now, I'm gonna count to three."
2295,"If you don't open that case, I'm gonna unload in your fucking face."
2296,We clear?
2297,One.
2298,Two.
2299,Three.
2300,"Okay, Ringo."
2301,You win.
2302,It's yours.
2303,Open it.
2304,"LATCHES SPRINGING HONEY BUNNY Hey, what is it?"
2305,What is it?
2306,Is that what I think it is?
2307,Mmhmm.
2308,It's beautiful.
2309,"GIGGLING Goddamn it, what is it?"
2310,You let him go!
2311,You let him go!
2312,"Let go of him, or I'm gonna kill you!"
2313,Tell that bitch to be cool.
2314,"Say, ""Bitch, be cool!"" Say, ""Bitch, be cool!"" Be cool! Be cool!"
2315,Tell that bitch to chill!
2316,You're gonna die so fuckin' bad!
2317,Chill that fuckin' bitch out!
2318,"Chill out, honey bunny!"
2319,Let go of him!
2320,"Chill out, honey bunny!"
2321,"Now, promise her it's gonna be all right!"
2322,I promise!
2323,Tell her to chill!
2324,"Chill out, honey bunny!"
2325,Now tell me her name.
2326,Yolanda.
2327,"All right, now, Yolanda, we're not gonna do anything stupid, are we?"
2328,Don't you hurt him!
2329,Nobody's gonna hurt anybody!
2330,We're all gonna be like three little Fonzies here.
2331,And what's Fonzie like?
2332,"Come on, Yolanda!"
2333,What's Fonzie like?
2334,He's cool.
2335,What?
2336,Cool.
2337,Correctamundo.
2338,And that's what we're gonna be.
2339,We're gonna be cool.
2340,"Now, Ringo, I'm gonna count to three."
2341,"And when I count three, I want you to let go of your gun, put your palms flat on the table and sit your ass down."
2342,"And when you do it, you do it cool."
2343,You ready?
2344,"One, two, three."
2345,"PANTING Okay, now you let him go!"
2346,Yolanda!
2347,I thought you were gonna be cool.
2348,"Now, when you yell at me, it makes me nervous."
2349,"When I get nervous, I get scared."
2350,"When motherfuckers get scared, that's when motherfuckers accidentally get shot."
2351,"Just know, you hurt him, you die."
2352,"Well, that seems to be the situation."
2353,But I don't want that.
2354,And you don't want that.
2355,And Ringo here definitely doesn't want that.
2356,So let's see what we can do.
2357,Now...
2358,here's the situation.
2359,"Normally both your asses would be dead as fuckin' fried chicken, but you happened to pull this shit while I'm in a transitional period, and I don't wanna kill you; I wanna help you."
2360,"But I can't give you this case, 'cause it don't belong to me."
2361,"Besides, I been through too much shit over this case this morning..."
2362,to just hand it over to your dumb ass.
2363,Vincent!
2364,YELLS Be cool!
2365,"Yolanda, it's cool, baby."
2366,Get back!
2367,It's cool!
2368,We still just talkin'.
2369,Come on. Point the gun at me.
2370,Point the gun at me.
2371,YOLANDA WHIMPERING There you go.
2372,"Now, Vincent, you just hang back..."
2373,and don't do a goddamn thing.
2374,Tell her it's still cool.
2375,"It's still cool, honey bunny."
2376,"How we doin', baby?"
2377,I    I gotta go pee.
2378,I wanna go home.
2379,"Hang in there, baby."
2380,I'm proud of you.
2381,And Ringo's proud of you.
2382,It's almost over.
2383,Tell her you're proud of her.
2384,"I'm proud of you, honey bunny."
2385,I love you.
2386,"I love you too, honey bunny."
2387,"Now, I want you to go in that bag and find my wallet."
2388,Which one is it?
2389,"It's the one that says ""bad motherfucker."" That's it. That's my bad motherfucker."
2390,Open it up.
2391,Take out the money.
2392,JULES Count it.
2393,How much is there?
2394,"About 1,500 dollars."
2395,"Okay, put it in your pocket."
2396,It's yours.
2397,"Now, with the rest of those wallets and the register, that makes this a pretty successful little score, huh?"
2398,"Jules, you give that fuckin' nimrod 1,500 dollars, and I'll shoot him on general principle."
2399,"No, Yolanda! Yolanda!"
2400,"He ain't gonna do a goddamn, motherfuckin' thing!"
2401,"Vince, shut the fuck up!"
2402,Shut up!
2403,"Come on, Yolanda."
2404,"Stay with me, baby."
2405,"Now, I ain't givin' it to him, Vincent."
2406,I'm buyin' something for my money.
2407,"Wanna know what I'm buyin', Ringo?"
2408,What?
2409,Your life. I'm givin' you that money so I don't have to kill your ass.
2410,"You read the Bible, Ringo?"
2411,"Not regularly, no."
2412,"Well, there's this passage I got memorized."
2413,Ezekiel 25:17.
2414,"""The path of the righteous man is beset on all sides..."
2415,"""by the inequities of the selfish..."
2416,"""and the tyranny of evil men."
2417,"""Blessed is he who, in the name of charity and good will, ""shepherds the weak through the valley of darkness, ""for he is truly his brother's keeper and the finder of lost children."
2418,"""And I will strike down upon thee with great vengeance and furious anger..."
2419,"""those who attempt to poison and destroy my brothers."
2420,"""And you will know I am the Lord..."
2421,"when I lay my vengeance upon you."" I been sayin' that shit for years, and if you heard it, that meant your ass."
2422,I never gave much thought to what it meant.
2423,I just thought it was some coldblooded shit to say to a motherfucker...
2424,before I popped a cap in his ass.
2425,But I saw some shit this morning made me think twice.
2426,"See, now I'm thinkin' maybe it means..."
2427,"you're the evil man, and I'm the righteous man, and Mr. 9millimeter here, he's the shepherd..."
2428,protecting my righteous ass in the Valley of Darkness.
2429,Or it could mean...
2430,"you're the righteous man, and I'm the shepherd, and it's the world that's evil and selfish."
2431,"Yeah, I'd like that."
2432,But that shit ain't the truth.
2433,"The truth is, you're the weak..."
2434,and I'm the tyranny of evil men.
2435,"But I'm tryin', Ringo."
2436,I'm tryin' real hard...
2437,to be the shepherd.
2438,Go.
2439,I think we should be leaving now.
2440,"       ""SURF RIDER"" Yeah, that's probably a good idea."
