,dialog
2490, Fucked up.
2491, It's a joke.
2492, It's a joke?
2493, I'm sober.
2494, Jesus fucking Christ!
2495,It's a fucking joke.
2496, Are you fucking stupid?
2497, I'm not stupid.
2498,"You fucking drive in here like a fucking maniac, you know the attention that that fucking draws?"
2499, I'm not stupid. I'm smart.
2500, Smart?
2501, I make milliondollar deals.
2502, That right?
2503,"With smart important people, unlike you."
2504,People who don't suckerpunch people when they're scared. Okay?
2505," I'm scared, huh?"
2506," And by the way, I haven't gotten an apology yet for that."
2507,"You want an apology, okay."
2508,I check my fucking messages every day  when I come home from work.
2509, Did you?
2510, My answering machine. Zero.
2511," Didn't get one, huh?"
2512,"I got a blinking light, because I don't have shit from you."
2513,"You know what, you got a big fucking mouth, okay?"
2514,"I got my wife checking the messages every 45 minutes calling the office, saying, ""Has Brad apologized yet?"" ""Is there an apology message on the machine?"" I don't have jack shit. You know what?"
2515,That's not how you treat people.
2516,"You got a big fucking mouth, you know."
2517,I'm gonna give you a fucking pass.
2518,Just give me the case.
2519,You're gonna give me a pass?
2520,"Look, it's a figure of fucking speech."
2521,"Oh, my gosh. The Emperor of Fucksville came down from Fucksville to give me a pass!"
2522,"From Fucksville, huh?"
2523,"Hey, what are the citizens of Fucksville doing today when their Emperor's gone?"
2524,Is it mayhem?
2525,Are people looting and raping?
2526,What are all the little fuckheads doing while you're here?
2527,Go fuck yourself! Give me the bag.
2528,You back the fuck up.
2529,I'll cause the biggest fucking scene that I've ever caused in my life if you come at me again.
2530, You know what?
2531, Just fucking keep it down.
2532,I got...
2533,"I don't wanna be out of line or anything, but I think you like, like me. Like you..."
2534,Like when you come at me...
2535,What's the matter with you?
2536,What the fuck is...
2537,and you look at me.
2538,I swear I just noticed it.
2539,"You have like a fucking, like..."
2540,Like a twinkle. You have like a twinkle.
2541,"Are you trying to kiss me, bro?"
2542,Jesus fucking Christ.
2543, What's with you?
2544, I have a... I don't know.
2545, It's not a homophobic thing.
2546, All right...
2547,"You're just not the one for me, pal."
2548,You know what I mean? It's not...
2549," It's not about that for me, you know."
2550, I've heard enough.
2551,"Please, I'm begging, give me the fucking case."
2552, I'm gonna give you the case.
2553, Give me the case.
2554, You gotta do me one favor.
2555, What's that?
2556,"You gotta take this case, you gotta drive straight home, need you to open up the briefcase, and you take out every single dollar."
2557,Don't leave one dollar inside the briefcase.
2558,"And once you have it all neatly organized outside the briefcase, I need you to take it and I need you to shove it right up your wife's Latvian cunt, you understand?"
2559, My fucking wife!
2560," Chill! Chill, bro."
2561,Fuck. You motherfucking piece of shit!
2562,How about now?
2563," Go, go!"
2564, Fuck!
2565,Motherfuck! You're fucking dead!
2566,Stop! Don't move! Don't move!
2567,"Stop, or I will blow you the fuck away!"
2568,Drop the case!
2569,Put your hands in the air!
2570,Get down.
2571,Get down on your knees!
2572,Get down on your knees!
2573,Motherfucker!
2574,Motherfucker!
2575,"Jordan, do I have a surprise for you!"
2576, What's that?
2577, Twenty real Lemmons.
2578,"Retired pharmacist's client of mine, they've been in the safe for 15 years."
2579,Are you fucking kidding me? Lemmons?
2580,They're gonna knock us on our fucking heads.
2581,"When it comes to Quaaludes, the Lemmon 714 was the Holy Grail."
2582, Can you believe it?
2583," Oh, my God."
2584,I thought they were like a myth.
2585,Three times as powerful as anything available today.
2586,Look at these babies.
2587,"Boy, Donnie really knew how to celebrate."
2588,He said he was saving these for a special occasion.
2589,"Like a birthday, or being clap free, or our money arriving safely in Switzerland."
2590,"So that night, I cleared my schedule and I rid my body of anything that could fuck with my high."
2591,It was celebration time.
2592,Okay.
2593,"Start off with one, see how it goes?"
2594,My guy says all we'll need is one.
2595,Here you go.
2596, Salud!
2597, Cheers.
2598,"Maybe if I pull it again, it'll go down."
2599,Steve! Steve!
2600,I gotta get out of here!
2601,"Carl, I think I got it figured out."
2602,It must be one pull for up and two pulls for down.
2603,Okay.
2604,Do you feel anything?
2605,No.
2606,It's been 35 minutes.
2607,"Maybe we've built up a tolerance after all these years, huh?"
2608,This is bullshit!
2609,My metabolism's pumping.
2610,I can't feel shit!
2611,They're old.
2612,"You think they lost their potency, huh?"
2613,Check the bottle!
2614,January '81.
2615,They're fucking duds.
2616,Fuck!
2617,Let's take...
2618,Let's take two more each.
2619, Jordan.
2620," Yeah, baby."
2621,What are you two retards doing?
2622,"We're working out, honey."
2623,"Well, Bo Dietl's on the phone."
2624,Okay.
2625, Okay?
2626, Okay.
2627,"Hey, Bo, what's going on?"
2628,"Jordan, listen to me clearly."
2629,"I cannot talk to you on this phone, I have to talk to you."
2630,Get out of here. What's going on?
2631,Listen to me!
2632,"Leave the fucking house, Jordan, and then call me from a pay phone."
2633,"This is not a fucking joke, Jordan."
2634,"Yeah, yeah. Yeah."
2635, Shit.
2636, What'd he say?
2637,I don't know what the fuck's going on.
2638, I gotta go!
2639," Ls everything okay, Jordan?"
2640,The closest pay phone I could get to was at the Brookville Country Club.
2641,"It was a real WASP stronghold, just a mile down the road from my house."
2642,"Hey, Bo, what's up, it's me."
2643,What's going on?
2644,I'm at a pay phone. What's going on?
2645,Listen to me carefully.
2646,"Please. Your little friend there, Brad, your little buddy, he's in jail."
2647,What the fuck's he in jail for?
2648, What'd he do?
2649, I don't know what he did.
2650,My friends in Long Island told me he got picked up in some fucking shopping mall.
2651,He got locked up by...
2652,"Wait, wait. Did you..."
2653,Did you say a shopping mall?
2654, Yeah.
2655, He was with Donnie.
2656,"He was supposed to deliver some money, then that fucking fat piece of shit..."
2657, Listen to me!
2658,I gotta go fucking talk to him right now!
2659,Listen to me! Don't go! Listen to me.
2660,"That guy Denham, that FBI agent guy, somebody told me he's got your phones tapped."
2661,Your office and your home.
2662,Don't talk on the motherfucking phone!
2663,Okay. Fuck! I got it. I got it. I got it.
2664,Jordan.
2665,"You didn't try to bribe this fucking FBI agent, did you?"
2666,"No, I didn't try to bribe an FBI agent."
2667,You think I'm that fucking stupid? No.
2668,What the fuck did you say?
2669,I can't understand you.
2670,Say that again.
2671,I said...
2672,What the fuck are you saying?
2673,I said...
2674,Are you fucking high?
2675,"Jordan, are you fucking high?"
2676,"Jordan, do me a favor, stay where you are."
2677,Don't get behind the wheel of the car.
2678,I'm gonna send Rocco over to pick you up.
2679,Jordan! Jordan!
2680,"After 15 years in storage, the Lemmons had developed a delayed fuse."
2681,It took 90 minutes for these little fuckers to kick in.
2682,But once they did...
2683,"I mean, I had skipped the tingle phase and went straight to the drool phase."
2684,Tell me where you are!
2685,Don't fucking drive...
2686,"These little bastards were so strong, I discovered a whole new phase."
2687,The cerebral palsy phase.
2688,"Come on, stand up!"
2689,"Okay, walking's out."
2690,"All right, think, think."
2691,What else is there?
2692,Yes! I can crawl. I can crawl like Skylar!
2693,Fuck! The kid makes it look so goddamn easy!
2694,"Think, you motherfucker, think!"
2695,Yes!
2696,I got it! I've got it!
2697,I can roll! I can roll!
2698,Jordan.
2699,Jordan.
2700,"Oh, Jesus. Where are you?"
2701,I'm at a country club!
2702,What?
2703,I'm at a country club!
2704,I don't know what the fuck you're saying.
2705,"Look, you need to get home."
2706,Donnie is out of control!
2707,He's on the other line with some Swiss guy. I don't know...
2708,What?
2709,Get him off the phone!
2710,I can't understand you!
2711,Get him off the phone!
2712,"I don't know what the fuck you're saying, Jordan."
2713,Can you just get home? Hurry!
2714,I was less than a mile from home.
2715,I drove as slow as I fucking could.
2716,I'd seen JellO move faster.
2717,I was gonna give you two million.
2718,I's gonna be lates.
2719,You ate two million?
2720,Later.
2721,Get off the phone.
2722,Get off the fucking phone! Idiot!
2723,"Get out of the way, asshole!"
2724,You hate two million?
2725,"No, you don't hate two million, Donnie."
2726,"By some miracle, I made it home alive, not a scratch on me or the car."
2727,Jordan?
2728,Jesus fucking Christ!
2729,What did you take?
2730,What's wrong with you?
2731,Jor!
2732,"It's fucking good, right?"
2733,Fucked up!
2734,Get off the phone!
2735,"What the fuck, Jordan?"
2736,Your daughter's in the house!
2737,I hope you know that!
2738,Your fucking daughter's in the house!
2739,"Yeah, it's real fucking funny, Donnie."
2740,Get off the phone!
2741,"Jesus Christ, Jordan."
2742,The FBI!
2743,Hey!
2744,I'm on phone!
2745,Get off the fucking phone!
2746, Come here!
2747, The phone.
2748,"Come on. We're gonna go upstairs, all right."
2749,I'm on the phone!
2750,On the phone!
2751,"I know what you did, you piece of shit!"
2752,What? What?
2753,Brad!
2754,Brad!
2755,Brad!
2756,You fucking cocksucker!
2757,"What did you do, you piece of shit?"
2758,Fuck you!
2759,I wanna fucking kill you!
2760,I wanna fucking kill you!
2761,I got you!
2762,What the fuck happened?
2763,"Oh, shit!"
2764,"Jordan? Jordan, are you all right?"
2765,Donnie? Donnie?
2766,Donnie?
2767,"Jordan, he's not breathing."
2768,"Oh, fuck, I don't know what to do."
2769,"Jordan, I don't know what the fuck to do!"
2770,"I can't help him! Oh, my God. Jordan."
2771,"Oh, my God, I think he's choking, Jordan. Do something."
2772," Oh, God."
2773," Baby, I got you!"
2774,"He's not breathing, Jordan."
2775,You gotta do something!
2776,"Shit! Oh, my God! Oh, my God!"
2777,I got you.
2778,Step aside!
2779,"Oh, God!"
2780,"Oh, God!"
2781,"Move aside, baby."
2782,Come on! Come on!
2783,Come on!
2784,"Jordan, he's not breathing."
2785,You gotta do something.
2786,"Jordan, he's a father!"
2787,He's got fucking kids!
2788, Do something!
2789, Yeah?
2790,"Rocco, you gotta get over here."
2791, Come on.
2792, Call an ambulance!
2793,I don't fucking know!
2794,Just get over here! Call 911.
2795,Yeah.
2796,You all right? He's all right.
2797,Mr. Belfort?
2798,Mr. Belfort?
2799,Get the fuck out of here. Fuck.
2800,"Sir, we need to ask you some questions."
2801,Are you fucking kidding me? Fuck you.
2802,"Come on, get up."
2803,Get the fuck out of my house.
2804, Let's go.
2805, I've been here all night.
2806,I been sitting here all night.
2807,What the fuck are you talking about?
2808, Where you taking him?
2809, Where you taking me?
2810,Where you taking him?
2811,You ain't got no warrant.
2812,Just come up in people's house like that!
2813,"Did you drive your car tonight, Mr. Belfort?"
2814,Well?
2815,Wow!
2816,Maybe I hadn't made it home okay.
2817,Get out of the fucking way!
2818,Fuck!
2819,Did you drive that car tonight?
2820, Yeah.
2821," Yeah, right."
2822,I'm a family man!
2823,Family man. Honey!
2824,"It was a miracle I wasn't killed, or that I didn't kill anybody else."
2825,"The cops took me in for questioning, but they couldn't charge me."
2826,They had no proof I was even behind the wheel.
2827,"Meanwhile, Brad did three months in jail for contempt because he wouldn't rat Donnie out."
2828,"The result, I was scatfree."
2829,But I had eyes on me like never before.
2830,"You're a lucky man, Jordan."
2831,"You're lucky to be alive, let alone not in jail."
2832,"You know I don't believe in luck, right?"
2833,But it's time.
2834,"Please, let me call the SEC and cut a deal before your luck runs out."
2835,Wave to Daddy.
2836,Hey.
2837,"Hey, sweetie."
2838,What kind of terms would you be talking about if I...
2839,I don't know.
2840,"You plead guilty to a handful of securities violations, stock manipulation, highpressure sales tactics."
2841,"Tickytack shit like that, you know."
2842,"You pay a couple million dollars in fines, in exchange, the SEC fucks off till the end of time."
2843,And Stratton?
2844,What happens to Stratton?
2845,There's no way... I mean...
2846,You got to walk away. Right?
2847,Let Donnie be in charge.
2848,Right. Donnie.
2849,Now the FBI is another animal completely.
2850,They'll still be pursuing you for criminal wrongdoing.
2851,"However, with you stepping down voluntarily, my guess is that your best friend Agent Denham will be standing around with his dick in his hand."
2852,Jordan.
2853,What do you have to think about?
2854,You beat them.
2855,You won!
2856,God knows you never have to work again.
2857,What're you gonna do?
2858,Spend the rest of your life in jail?
2859, Is that what you want?
2860, No.
2861, Of course not.
2862, Okay.
2863,Okay! You got all the money in the world.
2864,You need everybody else's money?
2865," Of course not, Pops."
2866, Well?
2867," You know, I built it."
2868, I know you built it.
2869,"You built it, so now preserve it."
2870,"You know, five years ago, when I started Stratton Oakmont with Donnie Azoff, I knew the day would eventually come where I'd have to be moving on."
2871,And it's truly with a heavy heart that I'm here to say that...
2872,That that day is finally here.
2873,I wanna... I want to thank you all for your...
2874,Your years of loyalty and admiration.
2875,But the point is this.
2876,"Under Donnie's leadership, along with Nicky Koskoff and Robbie Feinberg moving into key management positions, this place really is gonna be better than ever!"
2877,That I promise you. Okay?
2878,Give them a round of applause.
2879,Come on.
2880,"This is Ellis Island here, people."
2881,"I don't care who you are, where you're from, whether your relatives came over on the fucking Mayflower or on an inner tube from Haiti, this right here is the land of opportunity."
2882,Stratton Oakmont is America!
2883,"All of you know Kimmie Belzer, right?"
2884,"Yes, we do."
2885,Fuck you.
2886,"Come on, Kimmie."
2887,"What you probably didn't know is, Kimmie was one of the first brokers here, one of Stratton's original 20."
2888,"Now most of you met Kimmie, the beautiful sophisticated woman that she is today."
2889,"A woman that wears $3,000 Armani suits."
2890,Who drives a brandnew Mercedes Benz.
2891,A woman who spends her winters in the Bahamas and summers in the Hamptons!
2892,That's not the Kimmie that I met.
2893,The Kimmie that I met didn't have two nickels to rub together.
2894,She was a single mom on the balls of her ass with an eightyearold son.
2895,Okay? She was three months behind on her rent.
2896,"And when she came to me and asked me for a job, she asked for a $5,000 advance just so she could pay her son's tuition."
2897,"And what'd I do, Kimmie?"
2898,"Go on, tell them."
2899,"You wrote me a check for $25,000."
2900,That's right.
2901,Thank you.
2902,And you know why that is?
2903,It's because I believed in you.
2904,"It's because I believed in you, Kimmie, just like I believe in each and every one of you here today."
2905," I fucking love you, Jordan!"
2906, I fucking love you.
2907,I fucking love you! I love you.
2908,"I fucking love you, too!"
2909,"I fucking love you, too!"
2910,And I love all of you!
2911,And I love all of you from the bottom of my heart.
2912," I fucking love you, too."
2913, I mean that.
2914,You are the shit.
2915,You are the fucking shit.
2916,"It's a shame, you know."
2917,"For years, I've been telling you guys never to take no for an answer, right?"
2918,"You know, to keep pushing, to never hang up the phone until you get what you want."
2919,Because you all deserve it.
2920,"You know, this fucking deal that I'm about to sign barring me from the securities industry, barring me from Stratton, my home."
2921,"What the fuck is that, you know?"
2922,I'll tell you what it is. It's...
2923,"It's me taking no for an answer, you know."
2924,It's them...
2925,"It's them selling me, not the other way around."
2926,It's me being a hypocrite is what it is.
2927,So...
2928,You know what?
2929,I'm not leaving.
2930,I'm not leaving.
2931,I'm not fucking leaving!
2932,You're not getting a fucking promotion!
2933,The show goes on!
2934,This is my home!
2935,They're gonna need a fucking wrecking ball to take me out of here!
2936,They're gonna need to send in the National Guard or fucking SWAT team 'cause I ain't going nowhere!
2937,Fuck them!
2938,Fuck them!
2939,Jordy! Jordy!
2940,Jordy! Get back here!
2941,Hey!
2942,Give me that.
2943,What is this?
2944,"Ramar of the Jungle, for Christ sake?"
2945,"Paddy D, mazel tov, you Irishman."
2946,Jordan Belfort just welched on his deal with the SEC.
2947,He is back in the ocean. Happy hunting.
2948,It was our time to party big.
2949,"And just as Brad was released from jail, too."
2950,"I apologized, even offered to pay him for his time in the can."
2951,"But he said no, that he was out."
2952,He didn't want any part of us.
2953,"Sad thing was, two years later he was dead."
2954,Massive heart attack. Thirtyfive.
2955,Same age Mozart died.
2956,"Not that they have a hell of a lot in common, but..."
2957,"Anyway, I don't know why that came to mind."
2958,"Within days, subpoenas started flying."
2959,"Notices to produce documents, depositions, you name it."
2960,Donnie couldn't drink water fast enough.
2961,United States government wants to give me a subpoena?
2962,Here's what we do with subpoenas at Stratton Oakmont!
2963,"Fuck you, USA! Fuck you!"
2964,Fuck you! Fuck you!
2965,Fuck you!
2966,Jordan Belfort.
2967,Alden. That's a nice name.
2968,Thank you very much for that.
2969, What kind of name is that?
2970, That is my name.
2971,I do not recall that.
2972,I do not recall that. Okay?
2973,"Mr. Ming, thank you for coming in today."
2974,Are you gonna finish the rest of that Danish?
2975, Can I have that Danish?
2976," No, no, go ahead."
2977,They interrogated everybody.
2978,"I got a low blood sugar, thyroid thing."
2979,It went on for months.
2980,It was a total fucking harassment.
2981,Tell him to proceed with the questions.
2982,But not a single Strattonite cracked.
2983,Gladys Carrera?
2984,Doesn't ring a bell.
2985,"Sorry, I have no recommendation of that."
2986,No.
2987,No idea.
2988,I don't recall that transaction.
2989,You guys have any milk?
2990,Absolutely not.
2991,Francis Sortigi you called so many times I just thought you might remember that.
2992,Would you remember any of those?
2993, I do not recall any of that.
2994, This Abdul...
2995,"I do not... No, I don't recall."
2996,It was a long phone call.
2997,I just wondered if you have any memory of that.
2998,Okay. You know we've talked to several of the employees at this firm and nobody can recall anything about this Steve Madden IPO.
2999,I think it's odd.
3000,Do you recall Cartage Corporation?
3001,You do recall it?
3002,"No, I don't recall that at all."
3003,Excuse me. I have to ask.
3004,Is that your real hair?
3005,Are you gonna say anything about that?
3006,Are you gonna comment on my hair?
3007,Is that how we're doing...
3008,Is this personal questions?
3009,I'm just wondering why you would wear something like that.
3010,Sorry. I don't recall that company.
3011,"Can I get you anything else, gentlemen?"
3012,"Yes. Sweetheart, I have a rare condition which requires me to drink one of those every 15 minutes, please."
3013,We were specifically advised not to leave the country.
3014,"So, we took our wives to Italy."
3015,We figured we were safer working from overseas giving orders to Rugrat.
3016,Nobody could arrest us and nobody could prove I was still running Stratton from a yacht.
3017,"Hey, Rugrat."
3018,Bonjour.
3019,"You baldheaded eagle, how you doing?"
3020,"Donnie, Donnie, listen!"
3021,"We have a problem, okay."
3022,"Your friend, Steve Madden, is unloading shares."
3023,What are you saying?
3024,Who told you that?
3025, What's going on?
3026," He's doing it, Donnie!"
3027,He said that Steve Madden's unloading shares.
3028,Who told you that? It's bullshit!
3029,Give me that goddamn phone.
3030,What's going on?
3031,"Jordan, look. I'm watching the screen and huge chunks of Steve Madden are being sold, okay."
3032,"It's not coming from us, so it's gotta be Steve."
3033,He's the only person with that many shares.
3034,"It's Donnie. Call me back, all right."
3035,"Donnie, your little friend is trying to fuck me, you know that."
3036,Your little friend is trying to fuck me right in the ass.
3037, Get him on the phone now!
3038, We don't know anything yet.
3039,Let's not jump to conclusions.
3040,"Even though I owned 85% of StevecocksuckingmotherfuckingMadden Shoes, the shares were in his fucking name."
3041,This motherfucker knew I was in trouble with the feds and was trying to take advantage.
3042,"Talk to me, man."
3043,How do you wanna play this?
3044,I want you to get all our clients on the phone right now and have them start selling Steve Madden.
3045,We're gonna drive that fucking price down!
3046,Do you hear me? Shut the fuck up!
3047,This is your fucking friend from high school.
3048,"If that little fucking prick thinks he can fuck with me, we'll turn his company into a penny stock! You hear me?"
3049, You got it?
3050, Yes. I got it!
3051,Let's just not jump to conclusions before we know what's going on.
3052,Captain Ted!
3053,Captain Ted!
3054,"Hang up your phones! Everybody, hey!"
3055,Turn the boat around!
3056,We're going home!
3057,"Baby! Baby, what happened?"
3058,I just...
3059,"Sweetheart, what's going on?"
3060,Aunt Emma...
3061,Just wait.
3062,I can't...
3063,What's going on? Why you crying?
3064, She's dead!
3065, Who? Who's dead?
3066,I just got a call from my cousin Betty.
3067,Yeah?
3068,Aunt Emma is dead.
3069, Are you fucking kidding me?
3070, No.
3071,You're serious?
3072,"Oh, my God! Baby, that's..."
3073,"Oh, fuck!"
3074,"Oh, sweetheart, that's just..."
3075,Fucking heart attack!
3076,"Boom, snap, gone."
3077,Shuffled off her mortal coil.
3078,And $20 million stuck in a Swiss bank account.
3079,The last time I talked to her she was fine!
3080, She's not that old.
3081," Oh, God! Baby, oh, God!"
3082,That's so fucking terrible!
3083,"Oh, fuck!"
3084,It is terrible.
3085,"Your aunt was such an elegant, attractive woman."
3086,My condolences to you and your family.
3087,Yes. We're absolutely devastated.
3088,Thank you so much for your condolences.
3089,Now where does that leave us in regard to her account exactly?
3090,Does it go into probate or what?
3091,"Not to worry, Jordan. Not to worry."
3092,"Your aunt, before she died, signed a document naming you as her successor."
3093,She did?
3094,"Fantastic! Well, that's good news!"
3095,"Well, not as of yet."
3096,What does that mean? Not as of yet?
3097,I can't seem to hear you.
3098,I must have bad reception.
3099,Are you speaking English?
3100, Very... Now. Fast. Very fast.
3101, Fast?
3102,I have to get to Switzerland now?
3103,Speak English! Fucking speak English!
3104,"Whoa! Hey, hey, hey. Hey! Quiet, okay?"
3105,"Take your suit, take your dick, okay,  and move your ass! Please."
3106, Okay.
3107,Move my ass! Yes!
3108,"I gotta say, these Swiss were some sneaky motherfuckers."
3109,"Within minutes, he had me set up with a forger who could fake Aunt Emma's signature."
3110,You American shit!
3111,"I just had to get there by tomorrow, or lose $20 million."
3112,We're going to Monaco!
3113, Monaco? Now?
3114," Yes, baby."
3115,"We're going to Monaco, so then we can go to Switzerland, okay?"
3116, But her aunt just died.
3117, I realize that.
3118,But I have business in Switzerland.
3119,I need to go to Switzerland right now.
3120,Bottom line. Sorry.
3121,We gotta get to London.
3122,Why? Why?
3123,The funeral!
3124,"Yeah, but, babe. Look, look..."
3125,I loved your aunt more than anyone in the entire world.
3126,I really did.
3127,"But she's dead now, sweetie."
3128,She's dead and she's not going anywhere.
3129,"She'll still be dead by the time we get to London, okay?"
3130,Captain Ted!
3131,"Captain Ted, all right, look."
3132,We're going to Monaco.
3133,"Monaco now, okay?"
3134,"Monaco, right."
3135,We're going to Monaco so that we can drive to Switzerland so they don't stamp our passports.
3136,"Take care of business here, we'll drive back to Monaco, take a flight over to London to catch the funeral and be in New York in three fucking business days!"
3137,That's the fucking plan.
3138,I just want you to know that we might run into some chop.
3139,"Chop? We can fucking handle chop, right?"
3140,"I mean, it's a 170foot yacht."
3141,"No, no, no. We're not going anywhere unless he says it's safe, all right."
3142, Don't worry about the chop.
3143, It's safe.
3144,You don't know shit about chop.
3145,"Oh, really? And you do?"
3146,You're a fucking expert on that.
3147,I'll chop your fucking credit card in half.
3148,How about that?
3149,Chop is fine. Trust me. Chop is fine.
3150,"Is chop fine, Captain Ted?"
3151,"Yeah. I mean, if we take it slow."
3152,"Yeah, we're gonna take it slow."
3153,It's a little uncomfortable.
3154,Tell them it's safe.
3155,It's gonna be safe.
3156,We'll batten down the hatches and secure the deck.
3157,And we're looking at a few...
3158,Maybe a few broken dishes.
3159,Few broken dishes.
3160,What's a few broken dishes?
3161,Does that sound fucking awesome or what?
3162,No. Not really.
3163,We're gonna have a fucking good time!
3164,Let's go to fucking Monaco now!
3165,Let's fucking move! Let's go!
3166,Hold on!
3167,What the fuck is going on out here?
3168,The Jet Skis just went overboard!
3169,"Oh, Jesus Christ! Honey, you okay?"
3170,Gale warning! Gale warning!
3171,"The waves are Turn around, let's go the other fucking way."
3172, We can't!
3173, Go!
3174,We'll get broadsided. It'll tip over!
3175,I am a master diver. You hear that?
3176,I'm a master diver!
3177,No one's gonna fucking die!
3178,"I got you, baby. I got you."
3179,"Trust me, okay?"
3180,I love you.
3181,"I love you, baby. Just hold on tight."
3182,Okay.
3183,Donnie!
3184,"Hold on, baby!"
3185,Donnie!
3186,Donnie!
3187, What?
3188," Hold on, baby."
3189,Get the fucking ludes.
3190,"I don't wanna die, Jordan!"
3191,I did a lot of bad shit.
3192,"I'm going to hell, Jordan!"
3193,I fucked up! I fucked up so bad!
3194,Get the ludes! Downstairs!
3195,What are you saying?
3196,Fuck!
3197,Get the ludes!
3198,"I can't go down there, Jordan."
3199,It's flooded.
3200,It's three feet of water down there!
3201,I will not die sober!
3202,Get those fucking ludes!
3203,Okay!
3204, Go!
3205, Okay.
3206, Where's he going?
3207," Hold on, baby!"
3208,Donnie! Is he fucking crazy?
3209,He's just warning everybody!
3210,Jesus Christ!
3211,Hold on!
3212,Get away from the window!
3213,Rogue wave!
3214,Mayday!
3215,This is Captain Ted Beecham aboard the yacht Naomi!
3216, We are going down!
3217, I got 'em!
3218,I got 'em!
3219,Give me one for the nerves!
3220,We're going down!
3221,This is a fucking Mayday!
3222,We require immediate assistance!
3223,Hold on!
3224,Watch out!
3225,"The nice thing about getting rescued by Italians is that they feed you, make you drink red wine, then you get to dance."
3226,Did you see that?
3227,That was the plane I sent to come get us.
3228,"I shit you not, it exploded when a seagull flew into the engine."
3229,Three people killed.
3230,You want a sign from God?
3231,"Well, after all this, I finally got the message."
3232,Do you dream of becoming financially independent but struggle every month just to pay your bills?
3233,"Would you like to own a home like this, but can barely afford to pay your rent?"
3234,"My name is Jordan Belfort, and there's no secret to wealth creation."
3235,"No matter who you are, no matter where you came from, you too can become financially independent in just a matter of months."
3236,All you need is a strategy.
3237,"When I was 24 years old, I made a decision not just to survive, but to thrive."
3238,At first I didn't feel like deals like these were possible.
3239,"But we have the house and we have a $33,000 profit."
3240,I certainly believe now.
3241,Think about it for a second.
3242,"If you don't have the guts to attend Jordan Belfort's Straight Line Persuasion System seminar, then how do you expect to make any money?"
3243,"If you want to be a millionaire someday, have some guts. Make a decision."
3244,Jordan Belfort's setup worked for me because I worked hard for it.
3245,"And if it doesn't work for you, it's because you're lazy."
3246,And you should get a job at McDonald's.
3247,There's nobody holding you back from financial freedom.
3248,And there's nobody stopping you from making millions.
3249,"Don't just sit at home, or the life of your dreams will sail right past you."
3250,"I changed all these people's lives and I can change yours, too!"
3251,So come to my seminar!
3252,The life of your dreams is only...
3253,"Good to see you again, Jordan."
3254,You're under arrest!
3255,You gotta be joking!
3256,You're kidding me.
3257,"Hey, get the fuck away from me!"
3258,Turn that camera off.
3259,"I'm fucking shooting a fucking infomercial here, you fucking cocksucker!"
3260," Fuck you, you motherfucker!"
3261, Shut the fucking camera off.
3262,"You don't got shit on me, you hear me!"
3263,Go fuck yourself!
3264,"I'm making an honest living, you fucking piece of shit!"
3265,"Hey, Jordan, let me give you a little legal advice."
3266,Shut the fuck up!
3267,"Oh, fuck you, you fucking prick!"
3268,"I'm making an honest living, you motherfucker!"
3269,I clean up my act.
3270,I did rehab. I'm a TV personality.
3271,I'm sober for two years.
3272,And this happens!
3273,Rugrat goes and gets busted down in Miami.
3274,"I'm Swiss, I'm not communist."
3275,And guess who the fuck with? Saurel.
3276, You gonna beat me?
3277," No, sir."
3278,"Yeah, I know your country."
3279,You're gonna beat me.
3280,"I mean, what are the fucking odds?"
3281,"There had to be 10,000 Swiss bankers in Geneva, and Rugrat gets the one dumb enough to get himself arrested on U.S. soil."
3282,I know.
3283,I'm so sorry.
3284,Even more fucked was that he got busted for shit that had nothing to do with me.
3285,It had nothing to fucking do with me.
3286,"Something about laundering drug money through offshore boat racing and a guy named Rocky Aoki, you know, the founder of Benihana."
3287,Benihana.
3288,Benifuckinghana!
3289,Benifuckinghana!
3290,Why?
3291,"Why, why, God?"
3292,Why would you be so cruel as to choose a chain of fucking hibachi restaurants to take me down?
3293,Long story short. Saurel rats me out.
3294,"But not before he rats out Brad's wife, Chantalle, who, it turns out, he'd been fucking every time she went to Switzerland!"
3295," No, no, no, it's impossible."
3296," Oui, oui, oui."
3297,All right!
3298,One count engaging in conspiracy to commit securities fraud.
3299,Two counts securities fraud.
3300,One count engaging in conspiracy to commit money laundering.
3301,Twentyone counts money laundering.
3302,One count obstruction of justice.
3303,Bail is set at $10 million.
3304,Uncle Donnie's here!
3305,Rocky. How you doing?
3306,I hate that fucking dog.
3307,"Yeah, he's getting old and decrepit."
3308,Starting to shit in the house again.
3309," Me, too."
3310," Come here, buddy."
3311,"Ah, fuck."
3312," It's good to see you, pal."
3313," Yeah, you, too."
3314,Good to see you.
3315,"Sit down. Oh, man."
3316,"How you doing, brother?"
3317,You know.
3318,"Shitty, pal."
3319,But I'm hanging in there.
3320,My new piece of jewelry. Check that out.
3321,"Can't leave the house, you know?"
3322,Starting to get cabin fever already.
3323,Fucking Rugrat.
3324,That wigwearing faggot.
3325,I can't believe that fucking guy.
3326,I wanna kill him.
3327,"Swear to God, I want to choke him to death."
3328,Irresponsible little prick.
3329,I'll tell you one thing.
3330,I'm never eating at Benihana again.
3331,I don't care whose birthday it is.
3332,Where's Naomi? How's she doing?
3333,That's her in the house there.
3334,"You could say hi, but she probably won't wave back."
3335,"Naomi, sweetheart!"
3336,What's up her ass?
3337, Is she mad at me?
3338," No, you know..."
