,tweet,label
21086,"Scientists have recently discovered that bitches, do in fact, ""Be trippin""",1
21087,Scott brooks finds new ways to flip me the bird each game. I know it's the right move but,0
21088,Scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend... I'll kill you bitch,1
21089,Scrappy got the hoes .. It's 3 of em on stage I wonder how many in the audience,1
21090,Scrappy mom run all his bitches away,1
21091,Screaming like a lil bitch,1
21092,Screaming money over hoes nigga you ain't fuck shit,1
21093,Sean Kingston look like a Facebook dyke http:,1
21094,"Search the terms ""Obama"" and ""Twinkie"" and get a bunch of people rehashing the same handful of jokes while having no idea why Hostess failed",1
21095,Seaside smell like stank ass pussy bruh,1
21096,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http:",2
21097,Sebastian is high on cat nip rn,0
21098,Second time these gentrified bitches got on my nerves this morning.,1
21099,Secondary playing like hoes.,1
21100,"Seconds from the end what's it gonna be, pull the trigger bitch",1
21101,"Seconds from the end, what's it gonna be, pull the trigger bitch.",1
21102,See  ima stop  getting on this here Twitter arguing with you hoes......stupidity is a trait that I DONT NOT FUCK WITH,1
21103,See bitches ruin sports kobe don't play no damn football. Either you was looking to be mentioned for stupidity or ya momma a hoe. Or both.,1
21104,"See me ride out of that sunset, on your, colored TV screen",0
21105,See my nig  today somebody who understands the music like me,1
21106,See niggas they be mad and all these hoes go,1
21107,See the jumbotron? Thats where the jig is,0
21108,See two of his bitches in the cluuuuub : What he do for a living? http:,1
21109,See when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin,1
21110,See why these pussies need their guns http:,1
21111,See you fags in 8 hours,1
21112,See you on the  side bitches.........,1
21113,See; Its a FINE LINE; Killing  doesn't change the source of their creation. Which is  PEOPLE ; ;,2
21114,See... he already know he a faggot lmao,1
21116,Seeing another baseball team just makes me wanna book my  trip right now.,0
21117,Seeing elder queer couples marry really is emotional. They get to live their final years with equality and with dignity.,1
21118,Seeing so many basic bitches rn,1
21119,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed,2
21120,Seem like da colored folk be gettin in da way lately. I just sayin,2
21121,"Seen Glo eat a twat on stage watching that shit. And get eaten in the middle of a populated concourse, if I ain't mistaken...",1
21122,"Seen it all before , bitch got a man but she scheming on the Low",1
21123,Seen niccas come up ... I seen niccas fall,1
21124,Selling ex lax brownies in front of Meijer to pregnant women.,0
21125,Senator  is an anchor baby Go back from where you came.,2
21126,Send me an emojii and I'll tweet why your a pussy http:,1
21127,Send that bitch a smiley face. Bitches love smiley faces :),1
21128,Sendin the link to Wishy Washy to my old hoes,1
21129,Senior privileges bitch,1
21130,"Sent ideas in to VOEM , they only seem to wanna hold testing/drills in nice weather, we need to run mock incidents in bad weather, night,",0
21131,Serious question here; How many country songs mention honkey tonk(s)?,0
21132,Serious question: what do white boys pull up on bitches bumpin?,1
21133,Seriously if you're living at someone's place for free the least you could do is help keep it clean,1
21134,"Seriously, reading 'thriller' like books spook me more than most horror movies.",0
21135,"Seriously, retarded is a really funny word.",1
21136,Sesh with my n-words say it like a white kid yes my Kush is betta than yours u are a whore so please kill yo self fool bitch ass,1
21137,Sessy's a bitch but is a real homie. Unlike Gabby.,1
21138,"Seven digits niggas, two commas hoe.",1
21139,Sewing is also a requirement to be an  Jihadi girl - keep the men's clothes presentable  http:,0
21140,Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh,1
21141,Sex with whoever I want whenever I want? Nah. My girl give me good pussy all the time.,1
21142,Sexy Japanese slut fingers and toys her pussy on the steps squirting her juice allover http:,1
21143,Sexy ass yellow bone,1
21144,Sexy bitch lame nigguh,1
21145,Sgp still in bitches dms,1
21146,Sh*t   If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh,1
21147,Shades of Eric Chavez's past gold glove,0
21148,Shantrell tryna fight bitches in da clinic n shut  She wanna wait til uh bitch sick to try to bump,1
21149,Shara fuck you in Ya pussy. You know what I meant MF.,1
21150,Sharkeisha isn't dead you're all retarded lop,1
21151,Shaved pussy ho gets serious anal sexhere http:,1
21152,"Shawty pussy wet, the dope drippn wet",1
21153,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA http:",0
21154,She a bad bitch period. But she didn't have to get these big ass implants  fucc http:,1
21155,She a bird for that ... Shit was disrespectful Then ran outside n left her man to get bossed on,1
21156,She a dirty bitch and I dotn have a doubt,1
21157,She a dyke if one side of her head is faded out,1
21158,She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP,1
21159,She a true boss bitch I respect her,1
21160,She actin b00gie around u cuz she used to them things u cant supply. Fuckin wit mee..cuz Mr.He ain't shit be the first to take a niqqa bitch,1
21161,"She actin like a hoe i dont want her, id rather just smoke my marijuana",1
21162,She be on some real shit n stay on some chill shit .. Besides all my niccas the only one I can chill wit,1
21163,She be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,1
21164,She been a hoe all summer but soon as the fall weather hit she'll probably forget about all that and be a good girl again. That's the cycle,1
21165,She bet not put me on her gram I got bitches on the gram,1
21166,She bitch goddess thinks she owns New York????? .........wait......,1
21167,She burned that bitch,1
21168,"She cares tho. Appreciate her. Lol  : A trolling bitch is a lonely bitch.""",1
21169,"She come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work.",1
21170,"She don't get emojis until after I bag, emojis are pussy shit",1
21171,She dont wanna fuck me she wanna fuck my wrist.. tell her like young dro fuck dat bitch,1
21172,She even had a hoe name.,1
21173,She feelin a young niggah,1
21174,She fuck with me cause I ain't no bitch .,1
21175,She fuckin wit a young niggah,1
21176,"She get a bunch of money, spend it all on drugs, mobbin with her bitches, never fall in love",1
21177,She give away that pussy like loose change,1
21178,She gon look over these bitches like terms and conditions...,1
21179,She gonna pop that pussy for a real niggaa,1
21180,She got arrested for domestic violence against him Ugh bitch -_-,1
21181,"She got ass, this bitch got hips, this bitch got thighs. This bitch here fine, this bitch here bad, she all the way live.",1
21182,She got every niggah lookin like dam,2
21183,She got me like fuck that bitch,1
21184,"She has zebra tights in her take home bag, me and my mom are just",0
21185,She in the mall she balling bitch buy something for me,1
21186,"She is not a ""whore"" she a ho",1
21187,"She just wanna run around the city and make memories that she can barely remember and I'd allow her, talk about pussy power.",1
21188,"She just want her pussy ate, she ain't gon text u back afterwards  : who wants to hang out",1
21189,"She kept whispering in my ear ""jasmin, you are so damn fine"".....I said ""bitch, jasmin is over there""",1
21190,She know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec,1
21191,She know that im that niggah,1
21192,"She like ""bitch you know I got next, yasss"" http:",1
21193,She like to argue so I sent dat bitch to law school,1
21194,She make me wanna take things slow but I can't even trust a hoe,1
21195,"She must not know I got over 3,000 followers breh this bitch gotta get the fuck up outta this VIP section dawg she decreasing my value",1
21196,"She reps that O13 

Yeah. 

Only the baddest of bitches",1
21197,She said aye whass hannin lil bitch lol,1
21198,She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown,1
21199,She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,1
21200,She said to bring a bitch of mine done,1
21201,She say her pussy hairy ... I wana see,1
21202,"She say she can do that same thing as 5 bitches ,",1
21203,"She say she want a nigga like me
But that bitch mad cause she can't be my wifey",1
21204,She say that she was married well so is me she say her pussy hairy  I wanna see,1
21205,"She says i act different, she thinks that its them bad bitches, Naw babe its just you and the thought of you being my misses..",1
21206,"She sent me one back, but I ain't even read it. Cause pussys only pussy and I get it when I need it..",1
21207,She sharing her hoe... She know though.. At least I hope she do. LMAO,1
21208,She sounded like a bird crowing,0
21209,"She suckin on my dick, cuz I'm a pretty bitch",1
21210,She talkin shit???? That bitch look like a Linebacker,1
21211,She the reason I'm quick to dip out on a bitch.,1
21212,She think she bad but my bitch meaner,1
21213,"She threw that pussy in a circle, I wanted her to throw it in a pentagon tho",1
21214,She told me that she love me I looked at and said bitch stop,1
21215,She told me trust no bitches  and watch yo homies,1
21216,She trash tho.,0
21217,She tried to get you to rob the Wop but now the bitch in critical,1
21218,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,0
21219,"She used to fuck wit A$AP, Too Shortsaid he know that bitch from way back",1
21220,She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,1
21221,"She was like ima need you to write a statement. Bitch write yourself a diet It's always the old people trying to snitch, bitch",1
21223,She wonder why im into her when all these hoes be into me,1
21224,"Shes The key to world peace.  : Hippo is such a pussy magnet
Gawd",1
21225,She's a dumb bitch. Should've just said no. Extra shit unnecessary : Lol relationship goals http:,1
21226,"She's aint being a bitch, she's just tired of your bullshit. Her attitude towards you is based upon how you treat her.",1
21227,She's definitely a Kardashian bird  : http:,0
21228,She's just mad cuz her big toe looks like an angry bird Haha,0
21229,Sheehey back door cuts still go un guarded,0
21230,"Sheeple just like :OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http:",2
21231,"Shiiiit , drops you a couple extra dollars on that hoe. Get her a Brazilian. Gotsta spend money to make money",1
21232,Shine on them hoes,1
21233,"Shine on them hoes, let em know that you run shit",1
21234,"Shine on them hoes, let em know you run shit",1
21235,Shirley Temple was a bad bitch when she was my age as well.,1
21236,Shit I have stalkers and obsessed bitches and crazy ex bitches after me. My life is wonderful,1
21237,"Shit is fucking retarded, no one wants to see this shit",1
21238,Shit is trash,1
21239,"Shit that Seth says, ""It's fatter than my cunt.""",1
21241,Shit where the gay bitches at ? Come be witcha girl tonight,1
21242,Shittin on all my old hoes,1
21243,Shoot dat nigga n his shordy bitch,1
21244,Shoot dice let yo hoe fade me,1
21245,Shoot out wit yo niccas you da type to throw da Pistol,1
21246,Shoot that nigga &amp; his shorty bitch,1
21247,Shoot that nigga an his shorty bitch .,2
21248,Shoot you and your shorty bitch,1
21249,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http:,0
21250,Shot out to my main bitches and my side bitches,1
21251,Should  go to  or  that turned him into an ape? http: NO...The  major,0
21252,Should I be worried that a lady behind my building is talking to a crow?,0
21253,Should I expect good pussy or good but not good for you pussy from a Tampico drinker?,1
21254,Should I take a nap though too kill a mocking bird or nah?,0
21255,Should I tell this hoe who she look like cdfuuu,1
21256,Shoulda put retard mikey on AHS freakshow,1
21257,Shouldn't be liVing*  : stank pussy should never be ate,1
21258,Shout out to babes  Love that bitch.,1
21259,Shout out to everyone that puts up with my retarded ass. I appreciate it.,1
21260,"Shout out to you ungrateful, inconsiderate bitches... I'm taking this shot for you...... Yea, you",1
21261,ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.,1
21262,Shoutout that real bitch,1
21263,Shoutout to my Mamma cause she Ain't Raise no hoe,1
21264,Shoutout to this bitch for unfollowing me like I didn't noticed you like my pics just to unlike them http:,1
21265,Shoutouts to my main bitches &amp; my side bitchess,1
21266,Shouts out to all my goth bitches,1
21267,Shouts out to my down ass bitches who never give a nigga a hard time,1
21268,Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer,1
21269,Shower rod that hoe http:,1
21270,Shreks on bitches,1
21271,Shrug. Maybe it's a Canadian bitch thing,1
21272,Shut the fuck up and quit being such a pussy hahahah,1
21273,Shut the fuck up you fucking cunt,1
21274,"Shut the fuck up. I sent my sister a picture of a mini brownie and she was like ""is that a shroom"" like I wish",1
21275,Shut up birds it's bed time.,0
21276,Shut up bitch i wasn't gonna roast.,1
21277,Shut up bitch swallow,1
21278,Shut up bitch you beat off to your sister.,1
21279,Shut up bitch. I'm trying to sleep,1
21280,Shut up faggot,2
21281,Shut up hoe,1
21282,"Shut yo ""new year, new me"" lookin ass up bitch.",1
21283,Shut yo mesquito lookin ass up poped bitch,1
21284,Shutup faggot  : To fumble : Took them a while,1
21285,Shy girls ;;,0
21286,"Shy glizzy sound dumb as shit, you know nothing bout medellin",1
21287,"Shy singer surprises and melts Simons heart: http: 

This was so damn beautiful I almost cried",0
21288,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http: via,0
21290,Shyt b pissing me off  :  ugh I cannot stand bitches like that smh,1
21291,"Shyyyyyt, 12 hours ain't no hoe...  This fulltime..12/hr plus overtime and benefits sounds real good to me",1
21292,"Sick of hearing AP kids bitch about their ""oh so poor"" 4.2 GPA. No one cares.",1
21293,Sick of your coon antics  : Accuracy  : Henny ; water,2
21294,Side bitches are basically new relationships started.An addition to the problems you already have with your primary woman.,1
21295,Side hoes need rounds too...  : They always play stupid hoe song back to back,1
21296,Sierra almost got caught with the ole hick,0
21297,Sighs of relief from Beijing Guoan fans &amp; 's govt as club nips Japanese rival 2-1 in tense match:  http:,0
21298,Sike naw I love big smelly hoes doe,1
21299,Silly bitch shit never sleeps huh..,1
21300,Simple minded hoe,1
21301,Simply cani deal with a confrontation so I just back away when cunts get aw nasty towards me.. Changed a lot in the past few years tbh,1
21302,Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' http: via,0
21303,Since a lot of you lil bitches wanted to add the 5h hashtag into all my tweets I'll do that shit back,1
21304,Since a youngin bitch we been them niggas,1
21305,Since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,1
21306,"Since cats lick themselves all the time, they should be great at eattin pussy",1
21307,Since my girl like to argue I sent that bitch to law school,1
21308,Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other http:,1
21309,Since you gave me the pussy that ass getting fatter,1
21310,Since you hoes wanna be childish  http:,1
21311,Single colored man looking fo a single white woman. Fat OK. I'm nigga,1
21312,Single like a dollar fucking bitches like im slater ..AWW MANE,1
21313,Siri is terrible,1
21314,Sis said go to sleep I said bitch it's our b day I ain't sleeping,1
21315,"Sit on my face, M U A H, before i eat da pussy, i say my grace",1
21316,Sit the fuck down bitch  : STFU  : Yall act like it doesnt get cold in Denver.,1
21317,"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up",0
21318,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ,2
21319,"Sitting on the deck, enjoying a , watching/smelling the neighbors burn trash.  http:",0
21321,Sitting up here next to the neighborhood crazy bitch &amp; she keeps randomly busting out laughing.,1
21322,Sixten just shoved like 8 Oreos down his throat,0
21323,Skinny girls be having that gotta go a couple rounds pussy,1
21324,Skippin spanish class the rest of this week fuck dat bitch,1
21325,Skippy and the Kats.,0
21326,Skylar needs to go back to Clarenceville. He taking all the hoes.,1
21327,Slack jawed yokel husband http:,0
21328,Slap a hoe with a rusty axe ash my blunts on her ass,1
21329,Slap my hoes with a rake fake make great cake,1
21330,Slap the bitch is fun...didnt know beer wasnt that bad,1
21331,Slaw ass team time to start dat bitch ova,1
21332,Slide in that hoe DM's like,1
21333,Slide in the pussy like a surfboard,1
21334,Slide in your bitch Dms like   https:,1
21335,Slim Hines lil bruda ainn bout it bitch how yu figure,1
21336,Slim niggah but you know i love em thick,1
21337,Sloppy ignorance in all my pockets Come here lil bitch I want sloppy toppy,1
21338,Sloppy ignorance in all my pockets come her lil bitch I want sloppy toppy,1
21339,Slowbros over hoes,1
21340,Slut I ain't playin' go find a white crayon and color a fuckin zebra.,1
21341,Slut ass queen bee bitch.,1
21342,Slut opp thot hoe,1
21343,Sluts and hoes are needed.Respect their services.,1
21344,Smack these hoes on they ass like we birthed these bitches,1
21345,Smashed a werewolf chick and thought she was related to  so I felt guilty but then later discovered he didn't know the ho,1
21346,"Smellin good, bitches wanna hug me",1
21347,Smfh  :  trash..slow as fuck..cant even get a nike release on that,1
21348,Smfh boy you sound just like them hoes  : Idk why everybody be hating on the Puerto Rican princess,1
21349,Smh &amp;&amp; its not bitches its BITCH ASS NIGGAHS,1
21350,Smh hate that hoe,2
21351,Smh ma niggah,1
21352,Smh queer,2
21353,Smh u niggers &amp; ur music knowledge,2
21354,"Smh you dreamed I was a faggot? Wow  : My dream lmfao start from the bottom , up .  http:",1
21355,Smh. Go play dreamcast  : Hate playing with someone at home on that trash ass default broadcast cam... 2K camera is the goat,1
21356,Smile at the bitches who hate you.,1
21357,Smile at the hoes who hate you.,1
21358,Smoke good weed with a bad bitch,1
21359,Smoke good weed with bad bitch and give a good girl bad habits,1
21360,Smoke sesh niggah what u mean,1
21361,Smoke sum bitch,1
21362,Smoke summm bitch,1
21363,Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit,1
21364,Smokin on loud that will have yo ass panicking.... but wwn you show up all the hoes start vanishing,1
21365,Smokin stuntin. Riding round town wit a bitch so bad but she don't mean nothing,1
21366,Smoking Brooklyn got me high as giraffe pussy,1
21367,Smuggled letter by Gaza tunnel digger details suffering under Hamas rule http: via,0
21368,Smurf a real cat bitch,1
21369,Snakes slithered in they coil  : These hoes ain't loyal,1
21370,Snapchat me bitches @/jaceyjanette,1
21371,Sneaky hoes http:,1
21372,Snoop with the hoes,1
21373,"So I already don't fuck with dude, but I be nice. And I'm humoring him. but this bitch crossed a line.

""First of motherfucking all...""",1
21374,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.,2
21375,So I figure out why I've been a bitch lately.,1
21376,So I guess I want to be ghetto my dad was poor ... Not in morals or in standards my grandfather was poor... He was great man tho,1
21377,So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...,1
21378,"So I guess all girls are ""psycho bitches and dgaf"" these days.. Smh y'all are dumbDon't even know what psycho is. Tf outta here",1
21379,"So I had to spray this huge ass wasp nest outside my backdoor. Maaan, them bitches were mad as fuck",1
21380,So I keep cool but in the back of my mind I'm like did des hoes just come on my mf porch like ik dem,1
21381,"So I made ""hey"" as a short cut for ""pussy lips"" in Ann's phone http:",1
21382,"So I seen this sweater , its flashy. I wanna get it. I gotta get it. It say ""my boyfriend is my bitch, with some puppies""",1
21383,"So I swore my school was closed, but that bitch is open and I'm home",1
21384,So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol,1
21385,So I'm at  and Ted is getting his hair colored right beside me. Heeeey,0
21386,"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.",0
21387,So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you,0
21388,So Sterling bitch gotta he a hoe.. aye she paid and you're...mad? Dont blame the bitch. She half black.,1
21389,So am I the only cracker up playing his guitar (thank you  ) on this Saturday night?,0
21390,So apparently me &amp; Eric fucced &amp; I be just fuccing every nigga  GREAT but y'all bitches NOT whoppin &amp; talkin behind BLOCCED twitters,1
21391,So at work today I got called a cracker ass bitch. Lol,1
21392,"So basically I reflected a lot on how for now, I make fire my bitch day to day.",1
21393,"So bitch shoot me a look, it better be a blank stare, or get shanked in the pancreas",1
21394,"So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late Follow",1
21395,So excited for this white trash bash party tonight,1
21396,"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday.",1
21397,So far I've only seen 3 bad bitches talkn bout Mansion lan .. Wtf is up,1
21398,So far today every time I try to load an article from the Blaze on Twitter the site crashes. WTF is Selibus doing now the cunt,1
21399,So fucking thirsty for a championship that they welcome a fucking traitor with open arms.... Haha fucking no heart ass pussy organization,1
21400,So ghetto.,1
21401,So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,1
21402,"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags",0
21403,"So if I had dreads, tattoos AND a beard Id get all the bitches??",1
21404,So if a girl gets drunk and does some hoe shit...it's rape now???,1
21405,So is the term wigger. If someone chooses to listen to hip hop and act a certain way it's cause of his interests not race,1
21406,So jealous of my parents and Bryce gone to rednecks with paychecks for the weekend I should've gone  http:,1
21407,So jus don't be faithful cus u never kno what your bitch doing lmao,1
21408,So just chill hoe,1
21409,"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know",0
21410,So many bitches in one sentence,2
21411,So many bitches think they're so much hotter than they are,1
21412,So many hoes whipped you would have thought we were still in slavery,2
21413,So many shady bitches. THE SECRET THIRST IS ALIVE,1
21414,So many weird people in the ghetto at this time.,0
21415,So much for  being the team to beat they are trash,0
21416,So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber,0
21417,So much white trash at this demo derby,1
21418,"So my coworker is yellin at my other coworker and I so I'm like ""Who you talkin to? Cuz it's not me"" then she wanna bktrack like no bitch",1
21419,"So my daughter seen Charlie Villanueva... Questions on 1,000",0
21420,So my dumb ass screams fuck the redskins in this big ass echo filled parking garage,1
21421,"So my light was off &amp; door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on",0
21422,"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset.",1
21423,So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay,1
21424,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,2
21425,So now ain't nobody got a type you all like bad bitches huh...well why yo baby momma never mind,1
21426,So now been trill is trash cus asap said so  ok,0
21427,So now he wanna LIE ?  he's a fuccing joke  ajay gotta whole bitch but oml trynna argue wit me &amp; shit like FIR WHAT BOI ?,1
21428,"So people here donate plasma to feed their drug addiction... I donate because I get money, and I save lives.

Whaddup bitches",1
21429,"So pissed I forgot that Saiyan bitches infio. She gave ne her IG tioo,. FUCK",1
21430,So real it's unreal LOL      http:,0
21431,So scared for orientation.I hate meetin new people.They're gonna think im this quiet girl but really im the craziest bitch they'll ever meet,1
21432,So sick of you fake ass hoes,1
21433,So some bitch flipped me off for letting her infront of mee... Okay.,1
21434,So some pussy don't cream when they cum?,1
21435,"So the Flash pops is the Dawson pops. 

I think he mighta actually killed the mom. 

Cuz Gail was a lying, cheating bitch.",1
21436,So this dumb bitch had an opinion bout wtf I post on my instagram the time it took to write a post http:,1
21437,So tired but mom is making me stay up until she is finished drinking another beer. She better chug that shit,1
21438,"So to the fat, toothless, sack chasing bitch that just yelled at me from her busted ass van window. Fuck off and get a real job",1
21439,"So toodles to you bitches , goodnight",1
21440,"So was chris brown talking bout hisself when he said ""these hoes ain't loyal ?""",1
21441,"So we are not even two full games into the season, and the fairweather whining is already in full effect?",0
21442,"So weird how the word ""cunt"" is offensive in other countries, yet in this country it's a reference to somebody.. Like ""who's this cunt?""",1
21443,"So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of yall days.",1
21444,So yall give farwells to Lulu yet did all but shit on Kris? Ok bitches... ok,1
21445,So yall hoes still surfboard'n in the tub or nah?,1
21446,So yesterday I ran into a dude I went to high school with &amp; he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.,1
21447,"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",0
21448,So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god http:,1
21449,So you still don't suck dick or eat pussy in 2014?,1
21450,"So, -folk far and wide are throwing bitch fits over . I must be the only one who isn't. It looks interesting to me.",1
21451,"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY",0
21452,"So, about this flappy bird game then.",0
21453,"So, are the Olympics over in Brazil yet or what? I mean, yay sports What? Stop looking at me like, What are you, queer? ?",1
21454,So...Hello Kitty is really a Chicken Boo bitch?,1
21455,Soap. I wish some pussy tho  : What does your beard smell like?,1
21456,"Social media post about rival social media app. I shall never let the word ""edited"" appear next to my Facebook status. Double read it bitch.",1
21457,Social networks will ruin a bitches game.,1
21458,Sock the pussy like I'm vegeta,1
21459,Soetoro/Obama is moving the country  w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey.,2
21460,Soft niccas usually send the hate thru the bitches jealous Instagram niccas hatin on ya pictures --,1
21461,Soft niggas usually send the hate threw the bitches,1
21462,Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..,1
21463,Sombody bring me some pussy,1
21464,"Some ""don't cross me"" bitches",1
21465,Some Army females just bitch about everything ..,1
21466,Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK He's like the http:,0
21467,Some Jihadi posted a bio of the  boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.,0
21468,Some are oval and some are pink some are blue and some are just yellow,0
21469,Some bitch niggas in drumlin just sprayed me with water and ran away,1
21470,Some bitches are relentless. You can curve her a hundred times and she still wants the dick,1
21471,Some bitches barely respect themselves,1
21472,Some bitches curve game be too serious,1
21473,"Some bitches just have NO luck with men lmao.. Maybe YOU'RE the problem sweetheart, it can't all be our fault lol",1
21474,Some bitches need to get a life,1
21475,Some bitches truly ain't shit,1
21476,"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.",0
21477,Some call it trickn i call it hangn out ima handle my business n knock dat pussy out,1
21478,Some croquettes for you hoes,1
21480,Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??,1
21481,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher"".",1
21482,Some ho hitting on my wife lol,1
21483,Some hoes that tweet just make me mad lol,1
21484,Some lying ass hoes lol,2
21485,Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh,1
21486,Some niggah said sugapuss to me lastnight,1
21487,"Some niggahs save hoes, I aint that heroic.",1
21488,Some niggas beat a bitch to get a point across some mentally fuck w/ her some just ignore it ...,1
21489,Some niggas save hoes,2
21490,Some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh,1
21491,Some of these hoes are loyal,1
21492,Some of these hoes deserve a kick in their vagina.. Lucky i aint tryna loose my shoe,1
21493,Some of these hoes need to hop off those high horses they seem to be riding 24/7,1
21494,Some of these hoes out here for everybody.,1
21495,Some of these hood negros don't deserve bail money the way they be visiting jail.,2
21496,Some of these niqqa a straight pussy whipped,1
21497,Some of these sex gifs are fucking retarded,1
21498,Some of y'all females undercover hoes,1
21499,Some of yall gorgeous women ain't so gorgeous when we realize you got a ugly bitch attitude.,1
21500,"Some of yall just ""popular"" cuz of yall name . These bitches be ugly",1
21501,Some of you bitches are DUMBBBB,1
21502,Some of you girls should be wifey for Halloween. Since some of yall been hoes all year.,1
21503,Some people are bitch ass niggas &amp; you should just stay far away from,1
21504,Some people are so constantly pessimistic. It's so unattractive. Like if you have that much to bitch about why don't you start changing??,1
21506,Some rednecks just raced down the freeway ;_e,1
21507,Some thots will just never learn  gooooo awaaaaay hoe,1
21508,"Some women, are straight bitches.",1
21509,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",2
21510,Somebody help her  :  bitch nigga bye you just want something to say,1
21511,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool",2
21512,"Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows",1
21513,Somebody tell these pussy niggas I got em,1
21514,Somebody tell these pussy niggas I got em I got em,1
21515,"Somebody toss this bitch a Dasani or something, gurl is",1
21516,"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO.",0
21517,Someone bitch slap me into the lake if you see me on FB tomorrow. I suspect my hard core GOP friends will be all over this.,1
21518,Someone came up &amp; told me that I pulled hoes today. I was pissed just because thats so fucking false that its sad.,1
21519,Someone come take these brownies away from me before I eat the whole pan,0
21520,Someone needs to get this boring Nike fag off the stage.,1
21521,Someone please bring me Goldfish crackers,0
21522,Someone probably told him 6 God was trash.,0
21523,"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.",0
21524,Someone shut this beaner up please.,2
